Customer ID,Age,Gender,Item Purchased,Purchase Amount (AUD),Review Rating,Payment Method,Previous Purchases,Flavour
2112,41,Male,Gatorade Powder,14.8,2.6,Credit Card,15,Blue Bolt
2113,43,Male,Gatorade Powder,14.8,4.5,Credit Card,7,Berry
2114,63,Male,Gatorade Sports Drink,3.8,2.7,Credit Card,29,Blue Bolt
2115,37,Male,Gatorade Powder,14.8,2.9,Credit Card,12,Grape
2116,44,Male,Gatorade Powder,14.8,3.4,Credit Card,16,Tropical
2117,67,Male,Gatorade No Sugar,4.8,2.9,PayPal,50,Berry
2118,27,Male,G Active-No Sugar,7.8,3.8,Bank Transfer,11,Tropical
2119,60,Male,Gatorade Powder,14.8,4.2,Bank Transfer,28,Grape
2120,58,Male,Gatorade Powder,14.8,3.5,Debit Card,36,Blue Bolt
2121,53,Male,Gatorade Sports Drink,3.8,3.1,Venmo,38,Tropical
2122,43,Male,Gatorade Powder,14.8,3.5,Credit Card,32,Blue Bolt
2123,32,Male,Gatorade No Sugar,4.8,4,PayPal,42,Tropical
2124,54,Male,Gatorade Powder,14.8,3.7,Cash,22,Lemon-Lime
2125,47,Male,Gatorade Powder,14.8,4.2,Venmo,22,Blue Bolt
2126,57,Male,G Active-No Sugar,7.8,4.8,Credit Card,31,Berry
2127,63,Male,G Active-No Sugar,7.8,4.1,PayPal,28,Blue Bolt
2128,70,Male,Gatorade Sports Drink,3.8,4.5,Credit Card,40,Orange
2129,62,Male,G Active-No Sugar,7.8,2.7,PayPal,21,Berry
2130,40,Male,G Active-No Sugar,7.8,2.8,Credit Card,12,Berry
2131,25,Male,Gatorade No Sugar,4.8,3.7,Debit Card,33,Orange
2132,19,Male,G Active-No Sugar,7.8,3.6,Credit Card,9,Lemon-Lime
2133,25,Male,Gatorade Sports Drink,3.8,4.7,PayPal,15,Orange
2134,21,Male,Gatorade Powder,14.8,3.8,PayPal,13,Blue Bolt
2135,55,Male,Gatorade Sports Drink,3.8,2.9,Venmo,35,Orange
2136,34,Male,G Active-No Sugar,7.8,4.6,Credit Card,1,Orange
2137,47,Male,G Active-No Sugar,7.8,2.8,Bank Transfer,25,Lemon-Lime
2138,27,Male,Gatorade Sports Drink,3.8,4.6,Bank Transfer,20,Tropical
2139,67,Male,G Active-No Sugar,7.8,2.8,Venmo,36,Tropical
2140,40,Male,Gatorade Powder,14.8,3,Credit Card,33,Orange
2141,53,Male,G Active-No Sugar,7.8,3.7,Cash,36,Berry
2142,24,Male,Gatorade Sports Drink,3.8,4.1,Credit Card,32,Tropical
2143,47,Male,Gatorade No Sugar,4.8,4.3,Venmo,21,Lemon-Lime
2144,53,Male,Gatorade No Sugar,4.8,3.8,Debit Card,48,Berry
2145,47,Male,Gatorade No Sugar,4.8,3.7,Cash,25,Blue Bolt
2146,38,Male,Gatorade Sports Drink,3.8,4.8,Debit Card,32,Orange
2147,48,Male,Gatorade Powder,14.8,4.6,Debit Card,45,Blue Bolt
2148,47,Male,Gatorade Sports Drink,3.8,4.8,PayPal,4,Orange
2149,19,Male,G Active-No Sugar,7.8,4.6,PayPal,19,Berry
2150,38,Male,Gatorade No Sugar,4.8,4,Bank Transfer,1,Tropical
2151,57,Male,Gatorade Powder,14.8,2.6,PayPal,12,Blue Bolt
2152,70,Male,Gatorade No Sugar,4.8,2.6,Venmo,18,Blue Bolt
2153,38,Male,G Active-No Sugar,7.8,4.5,Bank Transfer,43,Orange
2154,35,Male,Gatorade Powder,14.8,4.2,Credit Card,31,Tropical
2155,46,Male,Gatorade Powder,14.8,3.4,Debit Card,33,Orange
2156,32,Male,Gatorade Powder,14.8,3.7,Debit Card,46,Lemon-Lime
2157,38,Male,G Active-No Sugar,7.8,3.6,PayPal,41,Blue Bolt
2158,41,Male,G Active-No Sugar,7.8,4,Debit Card,41,Grape
2159,19,Male,G Active-No Sugar,7.8,4.6,Credit Card,9,Tropical
2160,18,Male,Gatorade Powder,14.8,3,PayPal,34,Lemon-Lime
2161,45,Male,Gatorade Powder,14.8,3.3,Bank Transfer,21,Orange
2162,23,Male,Gatorade Powder,14.8,3.8,Credit Card,5,Blue Bolt
2163,60,Male,G Active-No Sugar,7.8,2.7,Credit Card,32,Orange
2164,52,Male,Gatorade No Sugar,4.8,4.5,Bank Transfer,44,Blue Bolt
2165,42,Male,Gatorade Powder,14.8,4.8,Venmo,46,Berry
2166,29,Male,Gatorade Powder,14.8,4.2,Bank Transfer,42,Grape
2167,31,Male,Gatorade No Sugar,4.8,3.5,Venmo,50,Tropical
2168,30,Male,Gatorade Powder,14.8,4.9,Venmo,33,Tropical
2169,23,Male,Gatorade No Sugar,4.8,4.1,Bank Transfer,32,Blue Bolt
2170,31,Male,Gatorade Sports Drink,3.8,2.9,PayPal,32,Orange
2171,40,Male,Gatorade No Sugar,4.8,4,PayPal,37,Orange
2172,39,Male,G Active-No Sugar,7.8,4.6,Credit Card,9,Blue Bolt
2173,28,Male,G Active-No Sugar,7.8,2.8,Bank Transfer,6,Tropical
2174,23,Male,Gatorade No Sugar,4.8,5,Cash,36,Blue Bolt
2175,42,Male,Gatorade Powder,14.8,2.9,Cash,1,Grape
2176,68,Male,Gatorade Powder,14.8,3.3,Bank Transfer,48,Orange
2177,24,Male,Gatorade No Sugar,4.8,3.4,Venmo,44,Blue Bolt
2178,24,Male,Gatorade Sports Drink,3.8,3,Bank Transfer,9,Blue Bolt
2179,21,Male,Gatorade No Sugar,4.8,4.7,Debit Card,32,Blue Bolt
2180,49,Male,Gatorade Sports Drink,3.8,2.9,Credit Card,14,Berry
2181,41,Male,Gatorade Powder,14.8,4.1,Debit Card,43,Orange
2182,22,Male,Gatorade Powder,14.8,3.2,Venmo,32,Lemon-Lime
2183,42,Male,G Active-No Sugar,7.8,2.7,Cash,26,Berry
2184,30,Male,Gatorade Sports Drink,3.8,4.7,PayPal,2,Blue Bolt
2185,38,Male,G Active-No Sugar,7.8,3.2,PayPal,16,Orange
2186,40,Male,Gatorade Powder,14.8,2.5,Venmo,50,Grape
2187,55,Male,G Active-No Sugar,7.8,4.3,Bank Transfer,6,Berry
2188,37,Male,G Active-No Sugar,7.8,4.4,Venmo,20,Grape
2189,41,Male,Gatorade Powder,14.8,4.7,PayPal,9,Lemon-Lime
2190,38,Male,Gatorade No Sugar,4.8,4,PayPal,47,Orange
2191,42,Male,G Active-No Sugar,7.8,4.6,Debit Card,33,Grape
2192,26,Male,Gatorade No Sugar,4.8,3.8,Venmo,46,Blue Bolt
2193,41,Male,Gatorade No Sugar,4.8,3.2,Bank Transfer,9,Tropical
2194,27,Male,Gatorade No Sugar,4.8,5,Bank Transfer,8,Tropical
2195,61,Male,G Active-No Sugar,7.8,3.5,Debit Card,48,Grape
2196,58,Male,Gatorade Powder,14.8,3.7,Credit Card,2,Orange
2197,25,Male,G Active-No Sugar,7.8,4.8,Venmo,31,Grape
2198,33,Male,Gatorade Powder,14.8,3.7,PayPal,40,Grape
2199,57,Male,Gatorade Sports Drink,3.8,3.5,Cash,35,Tropical
2200,39,Male,Gatorade Powder,14.8,4.9,Bank Transfer,40,Blue Bolt
2201,60,Male,G Active-No Sugar,7.8,4.7,PayPal,27,Orange
2202,39,Male,Gatorade Sports Drink,3.8,4.9,Bank Transfer,10,Tropical
2203,42,Male,G Active-No Sugar,7.8,4.3,PayPal,23,Blue Bolt
2204,53,Male,Gatorade Powder,14.8,3.1,Venmo,32,Tropical
2205,20,Male,G Active-No Sugar,7.8,3.4,Venmo,6,Blue Bolt
2206,46,Male,Gatorade Sports Drink,3.8,2.7,PayPal,27,Berry
2207,46,Male,G Active-No Sugar,7.8,2.6,PayPal,25,Tropical
2208,69,Male,Gatorade No Sugar,4.8,2.9,Debit Card,11,Tropical
2209,28,Male,G Active-No Sugar,7.8,2.7,Debit Card,23,Grape
2210,42,Male,G Active-No Sugar,7.8,4.5,Credit Card,44,Blue Bolt
2211,30,Male,Gatorade Sports Drink,3.8,3.1,Venmo,35,Grape
2212,50,Male,G Active-No Sugar,7.8,3.2,PayPal,45,Lemon-Lime
2213,59,Male,G Active-No Sugar,7.8,3.3,PayPal,22,Grape
2214,54,Male,G Active-No Sugar,7.8,2.9,Credit Card,18,Tropical
2215,50,Male,Gatorade Sports Drink,3.8,4.1,Cash,20,Lemon-Lime
2216,25,Male,Gatorade Powder,14.8,2.7,Debit Card,28,Grape
2217,41,Male,Gatorade Powder,14.8,4,Credit Card,15,Blue Bolt
2218,35,Male,Gatorade No Sugar,4.8,2.6,Bank Transfer,42,Tropical
2219,67,Male,G Active-No Sugar,7.8,3.5,Cash,20,Blue Bolt
2220,33,Male,Gatorade No Sugar,4.8,2.8,PayPal,16,Berry
2221,19,Male,Gatorade Powder,14.8,4.5,Cash,47,Grape
2222,25,Male,Gatorade Powder,14.8,3,Debit Card,34,Blue Bolt
2223,32,Male,Gatorade Sports Drink,3.8,4.4,PayPal,30,Grape
2224,30,Male,Gatorade Powder,14.8,4.7,Credit Card,5,Berry
2225,18,Male,Gatorade Powder,14.8,4.3,Credit Card,38,Lemon-Lime
2226,38,Male,Gatorade Sports Drink,3.8,4.8,Credit Card,18,Orange
2227,22,Male,Gatorade Sports Drink,3.8,4.8,Credit Card,28,Berry
2228,40,Male,Gatorade Powder,14.8,4.4,Venmo,42,Grape
2229,54,Male,G Active-No Sugar,7.8,3.7,Debit Card,5,Berry
2230,70,Male,Gatorade No Sugar,4.8,3.9,Bank Transfer,50,Blue Bolt
2231,52,Male,Gatorade No Sugar,4.8,3.8,Debit Card,33,Orange
2232,34,Male,Gatorade Powder,14.8,4.1,Cash,1,Lemon-Lime
2233,65,Male,G Active-No Sugar,7.8,4,Bank Transfer,14,Blue Bolt
2234,38,Male,Gatorade No Sugar,4.8,4.5,Credit Card,48,Grape
2235,35,Male,Gatorade No Sugar,4.8,4,Cash,26,Tropical
2236,40,Male,Gatorade No Sugar,4.8,4.5,Credit Card,44,Grape
2237,23,Male,Gatorade Powder,14.8,2.7,Venmo,18,Grape
2238,45,Male,Gatorade Sports Drink,3.8,3.8,Bank Transfer,31,Berry
2239,40,Male,G Active-No Sugar,7.8,3.8,Credit Card,18,Orange
2240,42,Male,Gatorade Powder,14.8,3.8,Bank Transfer,41,Grape
2241,57,Male,G Active-No Sugar,7.8,4.3,Credit Card,18,Blue Bolt
2242,18,Male,G Active-No Sugar,7.8,3.5,Bank Transfer,3,Berry
2243,18,Male,Gatorade No Sugar,4.8,3.8,PayPal,5,Lemon-Lime
2244,56,Male,Gatorade Sports Drink,3.8,3.7,Cash,13,Berry
2245,35,Male,Gatorade Powder,14.8,4.8,Credit Card,22,Orange
2246,49,Male,Gatorade No Sugar,4.8,4.9,Venmo,45,Lemon-Lime
2247,49,Male,G Active-No Sugar,7.8,4.3,Cash,39,Tropical
2248,34,Male,Gatorade Powder,14.8,4.4,PayPal,18,Lemon-Lime
2249,63,Male,Gatorade Sports Drink,3.8,3.4,Cash,19,Berry
2250,42,Male,Gatorade Sports Drink,3.8,4.3,Bank Transfer,29,Grape
2251,41,Male,Gatorade Sports Drink,3.8,4.6,Venmo,19,Blue Bolt
2252,26,Male,Gatorade Powder,14.8,3.8,PayPal,22,Tropical
2253,48,Male,Gatorade Sports Drink,3.8,3.9,Venmo,21,Orange
2254,62,Male,Gatorade No Sugar,4.8,2.6,Credit Card,22,Grape
2255,24,Male,G Active-No Sugar,7.8,4.2,Venmo,44,Grape
2256,48,Male,Gatorade Sports Drink,3.8,4.6,Venmo,42,Orange
2257,31,Male,Gatorade Sports Drink,3.8,5,Debit Card,33,Orange
2258,41,Male,Gatorade Powder,14.8,4.2,PayPal,6,Orange
2259,24,Male,Gatorade Powder,14.8,4.3,Bank Transfer,44,Tropical
2260,60,Male,G Active-No Sugar,7.8,3.3,Venmo,24,Tropical
2261,38,Male,Gatorade No Sugar,4.8,4.9,Venmo,16,Grape
2262,58,Male,Gatorade Sports Drink,3.8,4.4,Cash,12,Orange
2263,53,Male,Gatorade Sports Drink,3.8,3.1,Venmo,50,Lemon-Lime
2264,44,Male,Gatorade Sports Drink,3.8,3.5,PayPal,42,Lemon-Lime
2265,51,Male,Gatorade Powder,14.8,3.9,Bank Transfer,50,Blue Bolt
2266,36,Male,Gatorade Sports Drink,3.8,3.9,Bank Transfer,10,Lemon-Lime
2267,20,Male,Gatorade No Sugar,4.8,4.3,Bank Transfer,32,Berry
2268,32,Male,Gatorade No Sugar,4.8,3.8,Venmo,37,Tropical
2269,66,Male,Gatorade Powder,14.8,2.7,Credit Card,15,Lemon-Lime
2270,49,Male,Gatorade Sports Drink,3.8,4.4,Credit Card,27,Berry
2271,27,Male,G Active-No Sugar,7.8,3.5,Debit Card,7,Blue Bolt
2272,29,Male,Gatorade Powder,14.8,3.4,Cash,49,Lemon-Lime
2273,29,Male,Gatorade Sports Drink,3.8,4,Venmo,44,Tropical
2274,55,Male,Gatorade No Sugar,4.8,4.8,Credit Card,13,Berry
2275,57,Male,Gatorade Sports Drink,3.8,4.5,Cash,38,Lemon-Lime
2276,29,Male,Gatorade Powder,14.8,4.4,PayPal,10,Orange
2277,31,Male,Gatorade Powder,14.8,4.1,Bank Transfer,25,Grape
2278,25,Male,G Active-No Sugar,7.8,4.6,Bank Transfer,18,Lemon-Lime
2279,61,Male,Gatorade Sports Drink,3.8,3.8,Cash,6,Berry
2280,53,Male,Gatorade Sports Drink,3.8,2.9,Bank Transfer,35,Blue Bolt
2281,22,Male,Gatorade No Sugar,4.8,2.8,Bank Transfer,31,Lemon-Lime
2282,28,Male,Gatorade Powder,14.8,3,Bank Transfer,41,Blue Bolt
2283,18,Male,Gatorade No Sugar,4.8,4.2,Debit Card,8,Orange
2284,44,Male,Gatorade No Sugar,4.8,4.1,Cash,34,Tropical
2285,32,Male,Gatorade No Sugar,4.8,4.1,Cash,20,Blue Bolt
2286,34,Male,G Active-No Sugar,7.8,4.6,Cash,38,Tropical
2287,67,Male,Gatorade Powder,14.8,2.5,PayPal,35,Lemon-Lime
2288,66,Male,Gatorade Sports Drink,3.8,3,PayPal,6,Orange
2289,28,Male,G Active-No Sugar,7.8,3.8,Credit Card,50,Berry
2290,70,Male,Gatorade Sports Drink,3.8,4.1,PayPal,47,Orange
2291,37,Male,Gatorade Powder,14.8,3.3,Venmo,23,Tropical
2292,28,Male,G Active-No Sugar,7.8,5,PayPal,13,Orange
2293,43,Male,Gatorade Sports Drink,3.8,3.8,Debit Card,31,Lemon-Lime
2294,37,Male,Gatorade Sports Drink,3.8,3.3,PayPal,16,Grape
2295,54,Male,Gatorade Sports Drink,3.8,5,Venmo,40,Tropical
2296,50,Male,G Active-No Sugar,7.8,2.9,Credit Card,45,Tropical
2297,46,Male,Gatorade Sports Drink,3.8,2.5,PayPal,50,Orange
2298,60,Male,G Active-No Sugar,7.8,4.7,PayPal,1,Lemon-Lime
2299,40,Male,G Active-No Sugar,7.8,2.9,PayPal,10,Grape
2300,64,Male,G Active-No Sugar,7.8,3.7,Debit Card,48,Blue Bolt
2301,18,Male,Gatorade No Sugar,4.8,4.4,Venmo,38,Blue Bolt
2302,37,Male,Gatorade Powder,14.8,2.9,Debit Card,21,Lemon-Lime
2303,36,Male,G Active-No Sugar,7.8,3.6,Cash,38,Grape
2304,51,Male,Gatorade No Sugar,4.8,4.8,Bank Transfer,31,Blue Bolt
2305,26,Male,Gatorade Sports Drink,3.8,4.7,Bank Transfer,9,Berry
2306,68,Male,G Active-No Sugar,7.8,2.6,Cash,47,Blue Bolt
2307,27,Male,G Active-No Sugar,7.8,3.4,Cash,8,Berry
2308,28,Male,Gatorade Powder,14.8,3.5,Bank Transfer,30,Grape
2309,49,Male,G Active-No Sugar,7.8,3.4,Bank Transfer,22,Tropical
2310,70,Male,G Active-No Sugar,7.8,5,Cash,3,Orange
2311,30,Male,Gatorade No Sugar,4.8,4.6,Credit Card,15,Tropical
2312,27,Male,Gatorade No Sugar,4.8,4.8,PayPal,10,Berry
2313,19,Male,Gatorade Sports Drink,3.8,3.7,PayPal,19,Orange
2314,64,Male,G Active-No Sugar,7.8,4.7,Venmo,36,Blue Bolt
2315,42,Male,Gatorade Powder,14.8,4.4,Venmo,12,Orange
2316,69,Male,Gatorade Powder,14.8,3.5,Cash,49,Blue Bolt
2317,28,Male,Gatorade No Sugar,4.8,3.8,Credit Card,7,Berry
2318,47,Male,Gatorade Powder,14.8,4.7,Debit Card,28,Orange
2319,69,Male,Gatorade Powder,14.8,3.1,PayPal,30,Blue Bolt
2320,56,Male,Gatorade No Sugar,4.8,5,Debit Card,29,Blue Bolt
2321,28,Male,G Active-No Sugar,7.8,3.7,Credit Card,9,Lemon-Lime
2322,50,Male,Gatorade No Sugar,4.8,3,PayPal,27,Grape
2323,39,Male,Gatorade Powder,14.8,4.5,Cash,21,Orange
2324,35,Male,Gatorade Powder,14.8,4.7,Bank Transfer,36,Orange
2325,59,Male,Gatorade No Sugar,4.8,3.5,Debit Card,19,Blue Bolt
2326,44,Male,Gatorade No Sugar,4.8,4.4,Debit Card,47,Tropical
2327,66,Male,Gatorade Powder,14.8,2.6,Cash,38,Tropical
2328,20,Male,Gatorade Sports Drink,3.8,4.2,Credit Card,22,Tropical
2329,45,Male,Gatorade Sports Drink,3.8,2.6,Credit Card,29,Grape
2330,49,Male,G Active-No Sugar,7.8,4.8,Venmo,42,Orange
2331,60,Male,Gatorade Sports Drink,3.8,2.9,Venmo,47,Orange
2332,61,Male,G Active-No Sugar,7.8,4.3,Credit Card,10,Tropical
2333,36,Male,Gatorade Sports Drink,3.8,2.6,Credit Card,10,Blue Bolt
2334,33,Male,G Active-No Sugar,7.8,3.8,Cash,1,Berry
2335,49,Male,G Active-No Sugar,7.8,4.2,Credit Card,7,Grape
2336,31,Male,Gatorade Powder,14.8,3.9,Venmo,10,Blue Bolt
2337,19,Male,G Active-No Sugar,7.8,3.1,Cash,11,Orange
2338,39,Male,Gatorade Sports Drink,3.8,3.6,PayPal,5,Orange
2339,66,Male,Gatorade Powder,14.8,4,PayPal,21,Grape
2340,25,Male,Gatorade Sports Drink,3.8,3.4,Cash,24,Grape
2341,63,Male,G Active-No Sugar,7.8,2.6,Venmo,37,Tropical
2342,56,Male,Gatorade Sports Drink,3.8,4.5,Cash,22,Tropical
2343,20,Male,Gatorade No Sugar,4.8,4.9,Credit Card,16,Grape
2344,58,Male,G Active-No Sugar,7.8,4.4,Venmo,44,Blue Bolt
2345,34,Male,G Active-No Sugar,7.8,3.5,Credit Card,14,Grape
2346,28,Male,Gatorade No Sugar,4.8,3.3,Bank Transfer,23,Lemon-Lime
2347,22,Male,G Active-No Sugar,7.8,3.1,Bank Transfer,46,Grape
2348,37,Male,G Active-No Sugar,7.8,4.2,Credit Card,46,Lemon-Lime
2349,54,Male,Gatorade No Sugar,4.8,4.9,PayPal,16,Berry
2350,65,Male,Gatorade Powder,14.8,3.9,Venmo,40,Grape
2351,57,Male,Gatorade Powder,14.8,4.2,Bank Transfer,21,Berry
2352,38,Male,Gatorade Sports Drink,3.8,4.9,Credit Card,25,Berry
2353,70,Male,Gatorade No Sugar,4.8,2.8,Credit Card,25,Tropical
2354,56,Male,Gatorade Powder,14.8,4.1,Credit Card,25,Lemon-Lime
2355,56,Male,Gatorade Powder,14.8,4.8,Cash,27,Grape
2356,22,Male,G Active-No Sugar,7.8,4.1,PayPal,12,Lemon-Lime
2357,57,Male,Gatorade No Sugar,4.8,3,Bank Transfer,27,Grape
2358,53,Male,Gatorade Sports Drink,3.8,4.2,Bank Transfer,40,Berry
2359,53,Male,Gatorade Sports Drink,3.8,3.8,Bank Transfer,38,Grape
2360,19,Male,Gatorade No Sugar,4.8,3.3,Venmo,44,Orange
2361,49,Male,Gatorade No Sugar,4.8,4.7,Debit Card,27,Blue Bolt
2362,44,Male,Gatorade Sports Drink,3.8,4.3,Cash,30,Blue Bolt
2363,27,Male,Gatorade Sports Drink,3.8,2.7,Venmo,24,Tropical
2364,60,Male,G Active-No Sugar,7.8,4.2,PayPal,38,Orange
2365,62,Male,Gatorade Powder,14.8,4.2,Credit Card,4,Blue Bolt
2366,52,Male,Gatorade Sports Drink,3.8,2.5,Cash,32,Blue Bolt
2367,30,Male,Gatorade Powder,14.8,3.6,PayPal,32,Tropical
2368,66,Male,Gatorade No Sugar,4.8,3.4,Bank Transfer,28,Tropical
2369,29,Male,Gatorade No Sugar,4.8,3.3,Credit Card,6,Lemon-Lime
2370,24,Male,G Active-No Sugar,7.8,4.6,Debit Card,24,Tropical
2371,51,Male,Gatorade Sports Drink,3.8,3.9,Debit Card,38,Blue Bolt
2372,67,Male,Gatorade Powder,14.8,3.7,PayPal,28,Blue Bolt
2373,50,Male,Gatorade Sports Drink,3.8,3.1,Debit Card,9,Lemon-Lime
2374,37,Male,Gatorade No Sugar,4.8,4.9,Bank Transfer,21,Blue Bolt
2375,69,Male,Gatorade Sports Drink,3.8,4.7,Cash,31,Grape
2376,60,Male,Gatorade No Sugar,4.8,2.9,PayPal,18,Grape
2377,21,Male,Gatorade Powder,14.8,4.1,Venmo,5,Tropical
2378,44,Male,Gatorade No Sugar,4.8,4,Venmo,22,Lemon-Lime
2379,26,Male,G Active-No Sugar,7.8,2.7,Debit Card,37,Tropical
2380,40,Male,Gatorade Powder,14.8,4,Credit Card,22,Tropical
2381,41,Male,Gatorade Sports Drink,3.8,2.5,Credit Card,36,Lemon-Lime
2382,62,Male,G Active-No Sugar,7.8,4.5,Bank Transfer,23,Blue Bolt
2383,39,Male,Gatorade Sports Drink,3.8,3.9,Debit Card,44,Tropical
2384,53,Male,Gatorade Sports Drink,3.8,4.9,Cash,25,Tropical
2385,24,Male,Gatorade No Sugar,4.8,3.3,Debit Card,40,Lemon-Lime
2386,41,Male,Gatorade Sports Drink,3.8,3.8,Venmo,12,Lemon-Lime
2387,19,Male,Gatorade Sports Drink,3.8,2.9,Credit Card,14,Berry
2388,36,Male,Gatorade Powder,14.8,4,Credit Card,14,Tropical
2389,21,Male,Gatorade No Sugar,4.8,4.1,Credit Card,10,Blue Bolt
2390,25,Male,Gatorade No Sugar,4.8,3.1,Cash,17,Blue Bolt
2391,65,Male,Gatorade Sports Drink,3.8,4.6,Debit Card,24,Lemon-Lime
2392,42,Male,Gatorade Powder,14.8,4.6,PayPal,31,Grape
2393,40,Male,Gatorade Powder,14.8,2.6,Cash,36,Berry
2394,58,Male,Gatorade Sports Drink,3.8,5,Debit Card,38,Grape
2395,40,Male,Gatorade No Sugar,4.8,2.9,Cash,23,Berry
2396,62,Male,G Active-No Sugar,7.8,3.5,Debit Card,47,Grape
2397,38,Male,Gatorade Powder,14.8,3.7,Credit Card,20,Berry
2398,37,Male,Gatorade Powder,14.8,2.9,Bank Transfer,41,Blue Bolt
2399,65,Male,Gatorade Powder,14.8,4.3,PayPal,44,Grape
2400,55,Male,Gatorade Sports Drink,3.8,3.2,Debit Card,31,Tropical
2401,43,Male,G Active-No Sugar,7.8,4.2,PayPal,11,Lemon-Lime
2402,43,Male,Gatorade Powder,14.8,4.2,Cash,25,Tropical
2403,45,Male,Gatorade Sports Drink,3.8,3.8,PayPal,31,Berry
2404,64,Male,G Active-No Sugar,7.8,4.4,Bank Transfer,40,Tropical
2405,28,Male,Gatorade No Sugar,4.8,3.1,Venmo,23,Blue Bolt
2406,69,Male,Gatorade Powder,14.8,5,Venmo,5,Grape
2407,54,Male,G Active-No Sugar,7.8,4.7,Venmo,26,Blue Bolt
2408,52,Male,Gatorade No Sugar,4.8,3,Credit Card,11,Tropical
2409,23,Male,G Active-No Sugar,7.8,4.2,PayPal,44,Lemon-Lime
2410,26,Male,Gatorade Sports Drink,3.8,3,Credit Card,47,Blue Bolt
2411,48,Male,G Active-No Sugar,7.8,3.7,Venmo,46,Blue Bolt
2412,49,Male,Gatorade Powder,14.8,2.7,Debit Card,35,Blue Bolt
2413,53,Male,G Active-No Sugar,7.8,4.3,Debit Card,8,Berry
2414,69,Male,Gatorade No Sugar,4.8,2.7,Bank Transfer,30,Orange
2415,26,Male,G Active-No Sugar,7.8,3.7,PayPal,14,Orange
2416,21,Male,Gatorade No Sugar,4.8,4.3,Cash,30,Orange
2417,59,Male,Gatorade Powder,14.8,4,Cash,26,Tropical
2418,21,Male,Gatorade No Sugar,4.8,3.3,Bank Transfer,32,Grape
2419,22,Male,Gatorade Powder,14.8,4,Bank Transfer,47,Tropical
2420,26,Male,G Active-No Sugar,7.8,2.7,Venmo,11,Blue Bolt
2421,41,Male,Gatorade Sports Drink,3.8,4.2,PayPal,28,Orange
2422,37,Male,Gatorade Powder,14.8,4.6,PayPal,2,Berry
2423,30,Male,Gatorade Sports Drink,3.8,4.8,Credit Card,45,Blue Bolt
2424,49,Male,Gatorade Powder,14.8,2.8,PayPal,7,Tropical
2425,49,Male,G Active-No Sugar,7.8,4.5,Debit Card,28,Lemon-Lime
2426,58,Male,Gatorade Powder,14.8,3,Venmo,34,Blue Bolt
2427,70,Male,Gatorade No Sugar,4.8,4.6,Venmo,26,Blue Bolt
2428,27,Male,Gatorade Powder,14.8,3.3,Debit Card,45,Blue Bolt
2429,65,Male,Gatorade No Sugar,4.8,4.4,PayPal,34,Tropical
2430,57,Male,Gatorade Sports Drink,3.8,4.4,PayPal,47,Lemon-Lime
2431,20,Male,Gatorade No Sugar,4.8,4.3,Cash,42,Grape
2432,34,Male,Gatorade No Sugar,4.8,3.4,Cash,27,Berry
2433,59,Male,Gatorade No Sugar,4.8,2.8,PayPal,43,Tropical
2434,54,Male,Gatorade Powder,14.8,3.4,Cash,16,Grape
2435,36,Male,Gatorade No Sugar,4.8,5,Cash,40,Grape
2436,21,Male,Gatorade No Sugar,4.8,4.5,Cash,29,Blue Bolt
2437,52,Male,Gatorade Sports Drink,3.8,2.7,Credit Card,38,Orange
2438,43,Male,Gatorade Powder,14.8,3.4,Credit Card,34,Orange
2439,32,Male,Gatorade Powder,14.8,3.4,Cash,30,Tropical
2440,55,Male,Gatorade Sports Drink,3.8,2.8,Cash,45,Tropical
2441,31,Male,G Active-No Sugar,7.8,4.7,Bank Transfer,47,Orange
2442,45,Male,Gatorade Powder,14.8,4.7,Credit Card,5,Grape
2443,53,Male,Gatorade No Sugar,4.8,4.7,PayPal,50,Berry
2444,24,Male,Gatorade Powder,14.8,3.4,Venmo,24,Grape
2445,47,Male,G Active-No Sugar,7.8,3.7,Cash,15,Blue Bolt
2446,63,Male,Gatorade Powder,14.8,4.1,PayPal,50,Lemon-Lime
2447,38,Male,Gatorade Powder,14.8,2.9,Cash,7,Lemon-Lime
2448,59,Male,G Active-No Sugar,7.8,3.2,Venmo,10,Berry
2449,54,Male,Gatorade Powder,14.8,3,Bank Transfer,38,Orange
2450,26,Male,Gatorade Powder,14.8,4.1,Debit Card,31,Tropical
2451,68,Male,Gatorade Sports Drink,3.8,4.5,Venmo,7,Grape
2452,41,Male,Gatorade Sports Drink,3.8,3.4,Debit Card,27,Lemon-Lime
2453,68,Male,Gatorade Powder,14.8,4.1,Venmo,45,Orange
2454,21,Male,Gatorade Powder,14.8,4.6,PayPal,13,Lemon-Lime
2455,32,Male,Gatorade Sports Drink,3.8,4.6,Bank Transfer,33,Berry
2456,20,Male,Gatorade Powder,14.8,3.4,PayPal,25,Grape
2457,59,Male,Gatorade Powder,14.8,3.3,Credit Card,5,Blue Bolt
2458,53,Male,G Active-No Sugar,7.8,3.6,PayPal,23,Berry
2459,66,Male,Gatorade Powder,14.8,4.6,Bank Transfer,17,Lemon-Lime
2460,47,Male,G Active-No Sugar,7.8,4.3,PayPal,14,Grape
2461,58,Male,Gatorade No Sugar,4.8,4,Venmo,28,Berry
2462,28,Male,Gatorade Sports Drink,3.8,4.8,PayPal,19,Berry
2463,68,Male,G Active-No Sugar,7.8,4.3,Venmo,31,Grape
